timestamp,sender,message,contact
2022-10-15 16:51:00,Ayush,it's not,WhatsApp Chat with sehersha
2022-10-15 16:54:00,Ayush,what are we now,WhatsApp Chat with sehersha
2022-10-15 16:56:00,Ayush,like what,WhatsApp Chat with sehersha
2022-10-15 17:09:00,Ayush,"We really ""had our moments"" being friends",WhatsApp Chat with sehersha
2022-10-15 17:14:00,Ayush,"I'm sorry if I've been avoiding you lately. It's just that I don't wanna say stuff that might potentially hurt you. I'm not talking to you properly coz I'm afraid if I say something rubbish or completely out of anger and unintentionally, don't wanna risk losing it.",WhatsApp Chat with sehersha
2022-10-15 17:20:00,Ayush,just?,WhatsApp Chat with sehersha
2022-10-15 17:21:00,Ayush,huh,WhatsApp Chat with sehersha
2022-10-15 17:22:00,Ayush,yea,WhatsApp Chat with sehersha
2022-10-15 17:41:00,Ayush,only if I am back to being your best friend again.,WhatsApp Chat with sehersha
2022-10-15 17:44:00,Ayush,kinda,WhatsApp Chat with sehersha
2022-10-15 21:51:00,Ayush,Did sehersha text you?,WhatsApp Chat with Krishna
2022-10-15 21:54:00,Ayush,What,WhatsApp Chat with Krishna
2022-10-15 21:57:00,Ayush,I'm just pretending things are good between us kyuki I didn't like the way apne group ke dynamics changed just because of us not talking,WhatsApp Chat with Krishna
2022-10-15 21:57:00,Ayush,Please don't tell this to ANYONE,WhatsApp Chat with Krishna
2022-10-15 21:59:00,Ayush,To she said ki a million times yes,WhatsApp Chat with Krishna
2022-10-15 21:59:00,Ayush,"And she mentioned ki how I was her best friend to uske baad usne pucha ki, are we good? Toh I said ki only if I am back to being your best friend again",WhatsApp Chat with Krishna
2022-10-15 22:00:00,Ayush,If I am the one that got hurt I should be the ONLY one to get hurt,WhatsApp Chat with Krishna
