timestamp,sender,message,contact
2022-10-09 23:02:00,Ayush,I WANT TO TALK TO HER,WhatsApp Chat with sehersha
2022-10-09 23:02:00,Ayush,WEIRDOS,WhatsApp Chat with sehersha
2022-10-09 23:02:00,sehersha,BUT DIDN'T,WhatsApp Chat with sehersha
2022-10-09 23:05:00,Ayush,Exactly,WhatsApp Chat with sehersha
2022-10-09 23:05:00,sehersha,it's fine,WhatsApp Chat with sehersha
2022-10-09 23:05:00,sehersha,he's hot,WhatsApp Chat with sehersha
2022-10-09 23:05:00,sehersha,sab chalta hai,WhatsApp Chat with sehersha
2022-10-09 23:06:00,Ayush,You deleted this message,WhatsApp Chat with sehersha
2022-10-09 23:06:00,Ayush,He said OKAY,WhatsApp Chat with sehersha
2022-10-09 23:06:00,Ayush,In that weird voice,WhatsApp Chat with sehersha
2022-10-09 23:09:00,sehersha,for,WhatsApp Chat with sehersha
2022-10-09 23:09:00,sehersha,what,WhatsApp Chat with sehersha
2022-10-09 23:15:00,Ayush,<Media omitted>,WhatsApp Chat with sehersha
2022-10-09 23:15:00,Ayush,Idk,WhatsApp Chat with sehersha
